149;arms_factory;2971.00;14.05;1372.00;5.80;0
149;arms_factory;3032.00;13.55;1373.00;0.72;0
149;arms_factory;3033.00;13.93;1359.00;3.74;0
149;arms_factory;3008.00;10.68;1329.00;0.12;0
149;arms_factory;2976.00;14.20;1367.00;4.25;0
149;arms_factory;2981.00;14.60;1356.00;4.35;0
149;industrial_complex;3002.00;11.55;1348.00;2.19;0
149;industrial_complex;3021.00;11.90;1335.00;4.85;0
149;industrial_complex;3007.00;12.60;1381.00;1.23;0
149;industrial_complex;3046.00;15.35;1365.00;2.79;0
149;industrial_complex;2990.00;13.55;1375.00;0.63;0
149;industrial_complex;3017.00;11.30;1334.00;3.30;0
149;air_base;2996.00;10.50;1316.00;5.96;0
149;supply_node;3005.00;13.40;1388.00;2.74;0
149;supply_node;2997.00;10.75;1334.00;5.68;0
149;supply_node;2968.00;14.10;1367.00;0.87;0
149;supply_node;3004.00;12.25;1373.00;4.91;0
149;supply_node;3031.00;14.30;1339.00;0.11;0
149;supply_node;3038.00;14.30;1354.00;3.05;0
149;supply_node;2967.00;14.65;1355.00;0.80;0
149;supply_node;3033.00;13.60;1375.00;2.28;0
149;supply_node;2990.00;13.78;1370.00;5.22;0
149;supply_node;3024.00;12.80;1348.00;1.52;0
149;supply_node;3027.00;13.60;1361.00;4.45;0
149;supply_node;3015.00;11.05;1316.00;1.11;0
149;supply_node;3018.00;11.50;1339.00;3.69;0
149;supply_node;3022.00;12.85;1387.00;0.35;0
149;supply_node;2979.00;12.75;1345.00;1.82;0
149;supply_node;3006.00;10.40;1339.00;5.86;0
149;supply_node;2993.00;13.15;1381.00;2.52;0
149;supply_node;3012.00;13.30;1382.00;4.00;0
149;supply_node;3023.00;12.90;1375.00;1.75;0
149;supply_node;2979.00;14.30;1371.00;3.23;0
149;supply_node;3015.00;12.20;1369.00;6.17;0
149;supply_node;3042.00;14.53;1367.00;3.93;0
149;supply_node;2998.00;13.00;1363.00;5.40;0
149;supply_node;2978.00;14.78;1359.00;2.05;0
149;supply_node;3010.00;13.10;1360.00;4.64;0
149;supply_node;2988.00;13.70;1359.00;1.29;0
149;supply_node;2956.00;14.45;1358.00;4.23;0
149;supply_node;2998.00;12.45;1352.00;0.53;0
149;supply_node;3013.00;12.25;1351.00;3.47;0
149;supply_node;2990.00;12.43;1347.00;4.94;0
149;supply_node;2987.00;10.65;1336.00;2.70;0
149;supply_node;3022.00;12.07;1329.00;4.18;0
149;supply_node;3012.00;11.38;1328.00;0.84;0
149;supply_node;2991.00;10.60;1326.00;4.88;0
149;supply_node;3004.00;10.55;1324.00;0.07;0
